,text_content,Contador,Golpe
884,"Amém, períodos como este também são oportunidades, não podemos esquecer que sobrevivemos a uma pandemia.",2,0
885,"COITADAS DE NOSSAS CRIANÇAS 😢COM BRASIL SEM FUTURO, SUJEITO  VIRAR COMUNISTA.
NOSSAS CRIANÇAS VERÃO HOMEM COM HOMEM SE BEIJANDO, MULHER COM MULHER.
O PT VAI LIBERAR AS DROGAS
LIBERADO O ABORTO
O PT VAI ROUBAR O DINHEIRO DO POVO
O PT VAI AJUDAR OS PAÍSES. COMUNISTAS 
O PT É O DESASTRE NO MUNDO 
O PT É O CÂNCER
MISERICÓRDIA DE NOSSAS CRIANÇAS MEU DEUS
MISERICÓRDIA",2,0
886,"Presidente do BC brasileiro, Roberto Campos Neto é escolhido presidente do ano de bancos centrais
https://gazetabrasil.com.br/economia/2022/10/05/roberto-campos-neto-e-escolhido-presidente-do-ano-de-bancos-centrais/",2,0
887,"*Indicador que aponta tendência do emprego nos próximos meses sobe mais 1,5 ponto*

https://portalnovonorte.com.br/noticias/noticia/29434/indicador-antecedente-de-emprego-sobe-1-5-ponto",2,0
888,"Não adianta criar um dia específico dizer que é de evangélico se não somos visto pelo sistema , cadê dinheiro pra usar em um evento evangélico já que é usado em carnavais , nao isso não cola não.",2,0
889,"Interessante que tem dinheiro pra gastar em grandes carnavais , mas dinheiro do governo não tem pra um dia com o senhor, não tem verba pra trazer cantores pra reunir irmãos pra se alegrar na presença do senhor, mas pra putaria em carnavais tem",2,0
890,Cade o art 142 ?? Perdeu varias oportunidade de faze lo,2,0
891,"A juíza substituta da 6ª Vara Criminal de Londrina - PR, Dra. Isabele Papafanurakis Ferreira Noronha, escreveu um texto espetacular que merece ser compartilhado por todos! 

👉🏻 Que sua rejeição por ele não seja maior que sua rejeição pela corrupção. 

👉🏻 Que sua rejeição por ele não seja maior que sua rejeição de ver o país governado de dentro da prisão pelos comandos de um candidato condenado em duplo grau de jurisdição, assim como ocorre com os líderes das facções criminosas já tão conhecidas. 

👉🏻 Que a sua rejeição por ele não seja maior que os ensinamentos que você recebeu de seus pais sobre não subtrair aquilo que é dos outros. 

👉🏻 Que sua rejeição por ele não seja maior que os princípios de educação, moral e cívica que você aprendeu quando criança nos bancos das escolas, na época em que escola ensinava o que, realmente, era papel da escola. 

👉🏻 Que sua rejeição por ele não seja maior do que sua indignação com a inversão de valores existentes em nossa sociedade atual. 👈🏻

👉🏻 Que sua rejeição por ele não seja maior do que seu medo de viver o que já está vivendo a população dos países “amigos deles”, tais como, Venezuela, Bolívia e Cuba. 

👉🏻 Que sua rejeição por ele não seja maior que sua indignação com cada escândalo de corrupção e desonestidade revelados na lava a jato. 

👉🏻 Que sua rejeição por ele não seja maior do que seu pânico de viver numa sociedade tão insegura, onde pais de família são mortos diariamente e audiências de custódias são criadas para soltar aqueles que deveriam pagar por seus crimes. 👈🏻

👉🏻 Que sua rejeição por ele não o leve ao grave erro de demonizar a polícia e santificar bandido. 

👉🏻 Que sua rejeição por ele não seja maior que sua defesa pelo fortalecimento da família, como estrutura básica da sociedade. 👈🏻

👉🏻 Que sua rejeição por ele não seja maior do que sua repulsa pelo mal que as drogas tem causado em nossas famílias.👈🏻

👉🏻 Que sua rejeição por ele não seja maior que sua esperança de ter um país melhor para viver. 👈🏻 

👉🏻 Que sua rejeição por ele não tire sua capacidade crítica de apurar tudo que é tendencioso na mídia. 

👉🏻 Enfim, que sua rejeição por ele não o deixe cego a ponto de não enxergar que, neste momento, o Brasil está numa UTI e seu voto deve ser ÚTIL para salvá-lo. Não brinque com isso, não se iluda com a maquiagem dos discursos bonitos. A situação do Brasil  é séria. 

🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",2,0
892,"SE ALGUÉM TE PERGUNTAR O QUE FOI QUE BOLSONARO FEZ DE BOM PARA O BRASIL, MOSTRE ESSA LISTA ABAIXO COM ALGUMAS COISAS QUE ELE FEZ.*

1. Criou o PIX 
2. Deu 33% de aumento aos professores. 
3. Deu 92% de desconto para aos alunos que deviam o FIES.
4. Aumentou o Bolsa Atleta de 1.000,00 para 8.000,00 reais. 
5. Possibilitou a transferência de veículos sem cartório. 
6. Criou a tecnologia 5G brasileira. 
7. Obteve recordes na exportação brasileira. 
8. Obteve superavit na balança comercial do Brasil 
9. Criou o programa ÁGUA Doce
10. Possibilitou a prova de vida dos idosos pelo celular. 
12. Zerou impostos federais para gasolina e gás 
13. Reduziu imposto e teve recordes na apuração.
14. Fez voltar os jogos estudantis 
15. Mais de 380 mil casas entregues.  Projeto Casa Verde e Amarela 
16. Primeira feira do Grafeno do Brasil 
17. Parceria com a NASAS Missão ARTEMIS
18. Transposição do Rio São Francisco, parada há décadas -  Água para o Nordeste 
19. Aumentou de 180,00 no Bolsa Família para 600,00 com o programa Auxílio Brasil 
20. Construção de 2 adutoras no agreste e Síridó 
21. Lucro recorde para na CAIXA Econômica 
22. Saúde para os povos indígenas aumetou em 30%
23. Asfaltamento para a Transamazônica, a 230.
24. Ferrovias construídas:
Ferrovia do Sol
Ferrovia Paraná 
Ferrovia Mato Grosso 
Ferrovia Tocantins e
Ferrovia Goiás 
24. Combate so garimpo ilegal 
25. Alterou a Lei ROUANET
26. Melhoras na educação desde 2005
27. Perfuração de poços de gás na Amazônia 
28. Combate ao narcotráfico como nunca antes 
29. Combate a corrupção nunca visto antes 
30. Terminando as obras paradas de vários anos 
32. Lançamento de 3 satélites para o monitoramento da Amazônia 
33. Carteira de motorista agora válida por 10 anos 
34. Carteira nacional digital para estudantes 
35. Deu mais de 100 mil títulos de terra em Mato Grosso 
36. Privatização de estatais que não funcionavam bem e desnecessárias para governo. 
37. Construção do Complexo solar na Paraiba
38. Curso on line para instrução e capacitação de professores 
39. Construídas várias infraestruturas como Anel Viário de Fortaleza.  BR 222. BR 022. BR 285. BR 116. Rota Bioceanica Chile- Brasil.  Ponte de integração Brasil-Paraguai.
40. Menor taxa de juros da história do Brasil 
41. Ampliação e investimentos nas usinas de energia eólicas e fotovoltaicas
42. Pensão vitalícia para os filhos com Zica Vírus. 
43. Vacina 100% brasileira para covid, VERSAMUNE
43. Fez voltar o patriotismo nos brasileiros.
44. Nos fez ver as coisas erradas que ficavam escondidas dos brasileiros. ""Conhecereis a verdade e a verdade vos libertará""
45. Defendeu abertamente a  importância da liberdade, da igreja,  da família e de Deus.
46. Lutou pela moralização na política e no governo. 
47. É a favor de um estado menor e com menos interferência do estado na vida do povo.
48. Defendeu a liberdade Econômica e dos empreendimentos.
49. Diminuiu a burocratização de muitas coisas no Brasil 
50. É contra o neo comunismo, da ideológica partidária nas escolas, a ideologia de gênero e do aborto.
52. Defendeu e
defende a família tradicional, os valores cristãos e a honestidade com o dinheiro público.
53. Recuperou a Petrobras que deu lucro de mais de 40 bilhões. 
54. Fez os brasileiros a voltar a acreditar e ter esperança no Brasil.
55. Pediu para que o exército cavasse poços de água no sertão.
56. Fez diminuir as invasões de terra pelo MST
57. Fez diminuir a criminalidade no país 
58. Mostrou que sem roubar sobra dinheiro para muitas coisas.
59. Com seu jeito de ser expressou o desejo, sentimento e o que o povo pensa. 
60. Mostrou que ama o Brasil e está pronto a dar a vida por uma pátria livre. 🇧🇷 🇧🇷🇧🇷",2,0
893,"14 anos de PT e foi só destruição, maior escândalo de corrupção da história, estatais quebrando, bandidagem aumentando,hj criminalidade caiu , diminuiu a corrupção resultado estatais dando lucros, desemprego caindo, estamos a três meses em deflação, PIB crescendo, o resto do mundo caindo, esquerda nunca mais",2,0
894,"Bom dia!!!

Que bom estarmos juntos nesse grupo de DIREITA. 👏🏻

Segundo turno chegou!

Sejamos todos conscientes da IMPORTÂNCIA dessas eleições em nosso país. 
Vamos intensificar nossas ações e argumentos. 

Estamos na reta final. Mas, dependendo do resultado, pode ser o fim do seu emprego, da sua empresa e até da sua propriedade e família. 


Vamos lutar juntos. Não podemos deixar que o ladrão esteja de volta ao Palácio. Ele que ao sair, levou até os talheres. 
Bem, a história vocês já conhecem!


Conversem com seus familiares, amigos, colegas de empresas, vizinhos e parentes. Não deixem de falar sobre a importância de irmos votar. 


Ah, e parem de falar sobre fraude, porque a maior delas, é não lutar pelo Brasil que queremos. 

Que Deus abençoe a todos. 

Vamos juntos, Brasil!!🇧🇷🙏🏻🙏🏻",2,0
895,"https://lulaflix.com.br/ 

*SUGIRO A VISITA AO LINK* Trata-se de uma página, mantida sob o CNPJ da campanha do Bolsonaro, onde são reunidos VÁRIOS dos escândalos, falcatruas e toda sorte de malfeitos daquele projeto de ditador de 9dedos. 

*TEMOS QUE SENTAR O DEDO E DIVULGAR MUITO*, segundo pesquisa no WHOIS do registro BR, foi ao ar em 15/09/22 e, por certo o escritório de advocacia moluscopetista, instalado lá em Brasília, naquele prédio onde deveria existir uma Corte Constitucional, irá *TIRAR DO AR* muito rapidamente...",2,0
896,"https://www.terra.com.br/diversao/tv/quanto-a-globo-paga-pelas-pesquisas-que-erraram-o-resultado-das-urnas,8cd7a5162c4d19f57e6a9b4da8851c365ebvwdo0.html

Quanto a Globo paga pelas pesquisas que erraram o resultado das urnas
Emissora vai continuar a investir nos levantamentos feitos pelos institutos Ipec e Datafolha.

Os erros muito além da margem de erro nas pesquisas produziram um choque de realidade nos jornalistas da Globo e GloboNews.

Em outras palavras, as emissoras precisam se apegar menos aos índices levantados e ir mais às ruas para ouvir o tal 'Datapovo' citado por Jair Bolsonaro.

Apesar do abalo na credibilidade das pesquisas, o Grupo Globo vai continuar a contratar o trabalho do Ipec e do Datafolha.

Mas quanto custa uma pesquisa de intenção de votos?

Os preços variam de acordo com a metodologia aplicada, o número de pessoas entrevistadas e de cidades mapeadas pelos pesquisadores.

Um levantamento simples, feito exclusivamente pela internet, custa R$ 25 mil. Uma pesquisa presidencial do Ipec, empresa de ex-funcionários do Ibope, não sai por menos de R$ 230 mil.

O Datafolha cobra R$ 470 mil pela consulta sobre votos para presidente da República. Muito utilizada por grandes empresas e o mercado financeiro, o Quaest oferece o mesmo serviço por R$ 140 mil.",2,0
897,"Isso mesmo, fomos vitoriosos no primeiro turno.
Sabe que digo isso?
Comparemos  com um jogo de futebol.
Ganhamos na casa do adversário, perdemos no jogo de retorno, nossa casa, com o mesmo placar.
Agora  tem prorrogação,  segundo turno, 
Agora precisamos ganhar e sagramos campeão. 
Entenderam?",2,0
898,E de deemprego povo n quer trabalhar só quer auxílio churrasco e cerveja 👏🏻👏🏻👏🏻,2,0
899,*Bolsonaro tá destruindo a indústria nacional e acabando com os empregos.*👆🏻,2,0
900,"Judas 1:14-19
     
14Enoque, o sétimo a partir de Adão, profetizou acerca deles: ""Vejam, o Senhor vem com milhares de milhares de seus santos,

15para julgar a todos e convencer todos os ímpios a respeito de todos os atos de impiedade que eles cometeram impiamente e acerca de todas as palavras insolentes que os pecadores ímpios falaram contra ele"".

16Essas pessoas vivem se queixando, descontentes com a sua sorte, e seguem os seus próprios desejos impuros; são cheias de si e adulam os outros por interesse.

17Todavia, amados, lembrem-se do que foi predito pelos apóstolos de nosso Senhor Jesus Cristo.

18Eles diziam a vocês: ""Nos últimos tempos haverá zombadores que seguirão os seus próprios desejos ímpios"".

19Estes são os que causam divisões entre vocês, os quais seguem a tendência da sua própria alma e não têm o Espírito.",2,0
901,"Boa sorte a todos os que são verdadeiros patriotas neste país ,fizemos a nossa parte e agora só temo que proteger nossas crianças dessa maldição que assolou o Brasil ,Lula .
Sabemos que foi fraudado ,mas infelizmente não temos poder para fazer nada ,só lamentar 
Que Deus nos abençoe",2,0
902,"_*Sócio de escritório jurídico da campanha de Fernando Haddad* (PT) é *investigado sob suspeita de ligação com o PCC*_ 🚨🚨🚨🚨

_*O advogado Vítor Marques, ex-secretário de Negócios Jurídicos de Cotia, na Grande São Paulo, é alvo do MP por suspeita de ajudar esquema* de loteamento da *facção criminosa*_

https://www.contrafatos.com.br/socio-de-escritorio-juridico-da-campanha-de-fernando-haddad-pt-e-investigado-sob-suspeita-de-ligacao-com-o-pcc/

_*Tudo normal no reino do crime*..._😱😱😱😱",2,0
903,"📌 _*Correios anunciam investimentos e melhorias no serviço de entregas*_ 🇧🇷🇧🇷🇧🇷🇧🇷

_*Lucro, investimento e produtividade: Governo Bolsonaro conseguiu* fazer estatal atuar como empresa privada._

https://direitaonline.com.br/correios-anunciam-investimentos-e-melhorias-no-servico-de-entregas-direitaonline/

_*Só Bolsonaro* para conseguir que os *Correios tenham lucro*_ 💰💰",2,0
904,"*SE ALGUÉM TE PERGUNTAR O QUE FOI QUE BOLSONARO FEZ DE BOM PARA O BRASIL, MOSTRE ESSA LISTA ABAIXO COM ALGUMAS COISAS QUE ELE FEZ.*

1. Criou o PIX 
2. Deu 33% de aumento aos professores. 
3. Deu 92% de desconto para aos alunos que deviam o FIES.
4. Aumentou o Bolsa Atleta de 1.000,00 para 8.000,00 reais. 
5. Possibilitou a transferência de veículos sem cartório. 
6. Criou a tecnologia 5G brasileira. 
7. Obteve recordes na exportação brasileira. 
8. Obteve superavit na balança comercial do Brasil 
9. Criou o programa ÁGUA Doce
10. Possibilitou a prova de vida dos idosos pelo celular. 
12. Zerou impostos federais para gasolina e gás 
13. Reduziu imposto e teve recordes na apuração.
14. Fez voltar os jogos estudantis 
15. Mais de 380 mil casas entregues.  Projeto Casa Verde e Amarela 
16. Primeira feira do Grafeno do Brasil 
17. Parceria com a NASAS Missão ARTEMIS
18. Transposição do Rio São Francisco, parada há décadas -  Água para o Nordeste 
19. Aumentou de 180,00 no Bolsa Família para 600,00 com o programa Auxílio Brasil 
20. Construção de 2 adutoras no agreste e Síridó 
21. Lucro recorde para na CAIXA Econômica 
22. Saúde para os povos indígenas aumetou em 30%
23. Asfaltamento para a Transamazônica, a 230.
24. Ferrovias construídas:
Ferrovia do Sol
Ferrovia Paraná 
Ferrovia Mato Grosso 
Ferrovia Tocantins e
Ferrovia Goiás 
24. Combate so garimpo ilegal 
25. Alterou a Lei ROUANET
26. Melhoras na educação desde 2005
27. Perfuração de poços de gás na Amazônia 
28. Combate ao narcotráfico como nunca antes 
29. Combate a corrupção nunca visto antes 
30. Terminando as obras paradas de vários anos 
32. Lançamento de 3 satélites para o monitoramento da Amazônia 
33. Carteira de motorista agora válida por 10 anos 
34. Carteira nacional digital para estudantes 
35. Deu mais de 100 mil títulos de terra em Mato Grosso 
36. Privatização de estatais que não funcionavam bem e desnecessárias para governo. 
37. Construção do Complexo solar na Paraiba
38. Curso on line para instrução e capacitação de professores 
39. Construídas várias infraestruturas como Anel Viário de Fortaleza.  BR 222. BR 022. BR 285. BR 116. Rota Bioceanica Chile- Brasil.  Ponte de integração Brasil-Paraguai.
40. Menor taxa de juros da história do Brasil 
41. Ampliação e investimentos nas usinas de energia eólicas e fotovoltaicas
42. Pensão vitalícia para os filhos com Zica Vírus. 
43. Vacina 100% brasileira para covid, VERSAMUNE
43. Fez voltar o patriotismo nos brasileiros.
44. Nos fez ver as coisas erradas que ficavam escondidas dos brasileiros. ""Conhecereis a verdade e a verdade vos libertará""
45. Defendeu abertamente a  importância da liberdade, da igreja,  da família e de Deus.
46. Lutou pela moralização na política e no governo. 
47. É a favor de um estado menor e com menos interferência do estado na vida do povo.
48. Defendeu a liberdade Econômica e dos empreendimentos.
49. Diminuiu a burocratização de muitas coisas no Brasil 
50. É contra o neo comunismo, da ideológica partidária nas escolas, a ideologia de gênero e do aborto.
52. Defendeu e
defende a família tradicional, os valores cristãos e a honestidade com o dinheiro público.
53. Recuperou a Petrobras que deu lucro de mais de 40 bilhões. 
54. Fez os brasileiros a voltar a acreditar e ter esperança no Brasil.
55. Pediu para que o exército cavasse poços de água no sertão.
56. Fez diminuir as invasões de terra pelo MST
57. Fez diminuir a criminalidade no país 
58. Mostrou que sem roubar sobra dinheiro para muitas coisas.
59. Com seu jeito de ser expressou o desejo, sentimento e o que o povo pensa. 
60. Mostrou que ama o Brasil e está pronto a dar a vida por uma pátria livre. 🇧🇷 🇧🇷🇧🇷
*Copia e cola, pra compartilhar para 5 contatos a cada envio * ....🇧🇷🇧🇷🇮🇹🇮🇹🇬🇧🇬🇧",2,0
905,*Vice-presidente da OAB-Mulher e bolsonarista agride nordestinos: “não vamos mais dar dinheiro para quem vive de migalhas”* (vídeo) - https://www.brasil247.com/regionais/sudeste/vice-presidente-da-oab-mulher-agride-nordestinos-nao-vamos-mais-dar-dinheiro-para-quem-vive-de-migalhas-video?amp=&utm_source=Whatsapp&utm_medium=whatsapp-amp&utm_campaign=whatsapp,2,0
906,"Se o ladrão ganhar, torço que todos que votaram nele tenham uma boa reserva em dinheiro para sobreviver.  As coisas se estão difíceis, vão ficar ainda mais difíceis.",2,0
907,"Presidente da Caixa diz que empréstimo consignado do Auxílio Brasil no banco começa neste mês com juro menor. Confira: https://portalmarilia.com/2022/10/04/presidente-da-caixa-diz-que-emprestimo-consignado-do-auxilio-brasil-sera-liberado-neste-mes-confira/

Portal Marília | 9 Anos - Notícias com credibilidade!",2,0
908,"Conheço algumas pessoas que já tirou desde do primeiro turno.  Realmente tem que tirar, depois qdo normalizar volta com tudo. E quem tem mais um pouquinho de dinheiro tem que ser tirado de várias vezes porque o s bancos estão se amarrando pra liberar. Então, quem pretende fazer isso que faça logo pra ter tempo.",2,0
909,Vota no lula e corre para são paulo ou brasília para arrumar emprego kkkkkkkkk quando vocês estiver na merda ! Não corram não fique aí e faça o L que passa talok???😂😂😂😂👍🏻👍🏻,2,0
910,FALIU ÀS EMPRESAS BRASILEIRAS SENDO RESPONSÁVEL PELO DESEMPREGO,2,0
911,"A história do preço da carne, o fato da carne ter subido o preço  em função do MONOPOLIO DA JBS é o grupo do LULADRAO,  emprestou o dinheiro do BNDS para a JBS comprar todos os *grandes e médios* frigoríficos do Brasil e do estrangeiro e se tornar o único do mercado, *ENTENDA* SEM concorrentes o preço SUBIU, *culpa* do *LADRÃO do POVO* 😡😡😡",2,0
912,Não assisto globo mais… e faz tempo…. Agora ela volta a roubar e ganhar muito dinheiro por fora,2,0
913,"Como se deu exatamente a intervenção FFAA no processo da votação, talvez nunca venhamos a saber, mas certamente algo como 

a soma de ITA (instituto tecnológica da aeronáutica)
 + IME (instituto militar de engenharia) 
+ hackers russos (com informações de Snowden, 
+ apoio russo por conta daquela negociação produtiva de fertilizantes e insumos feita no início do ano), 

impediram o plano satânico dos comunistas de levar a eleição no primeiro turno.

O consórcio de imprensa e mídia e o cartel de pesquisas eleitorais, feito por empresários e banqueiros canalhas organizaram a vitória em primeiro turno. 

Foram pra o tudo ou nada. 

Seria o único caminho para conter a tsunami Bolsonaro.

Eles se ferraram. 

Fizeram um serviço mal-feito. Porco pra dizer a verdade. 

 Eles devem ter levantado segunda-feira, após o resultado para segundo turno, cientes do que os esperava.

Bolsonaro armou a arapuca lá na Inglaterra, quando disse: “qualquer coisa menos de 65% dos votos a meu favor, tem qualquer coisa de errado com no TSE”.

O pool de mídias passou a cobrar insistentemente o que o cafajeste do Willian Bonner perguntou a Bolsonaro no debate da globolixo: “o senhor vai aceitar o resultado das urnas?”

Tudo preparado por esses inimigos do Brasil e do bem.
Vão todos pagar pelo que fizeram.

As FFAA agora têm as provas. 

O chamado “voto de rebanho” (vota nos candidatos, mas não vota no dono do rebanho) entregou à população e a todo ser com 2 neurônios a clareza da votação comprada.

O segundo turno será mais fiscalizado como foi em 2018, o apoio maciço da bancada eleita por Bolsonaro está fervendo. 

Até Moro e Deltan disseram que farão apoio.

A eleição de nosso amado presidente foi apenas adiada.

Paremos de falar em fraude. Deixa isso para os TRIBUNAIS MILITARES.

Sigamos a serenidade de Bolsonaro após a eleição dizendo-se INCANSÁVEL!

Teremos nosso líder para renovar esse país e veremos essa ORCRIM do inferno onde merecem, mofando na cadeia e perdendo todo o dinheiro que roubaram.

Como disse o capitão: 

""Primeiro vencemos as mentiras. Agora vamos vencer as eleições. Obrigado a todos,"" 
_________
Wanderley Oliveira",2,0
915,Exatamente o que o lula fez pegou a presidência e ganhou um dinheiro bom,2,0
916,"ANTECIPAÇÃO DO PAGAMENTO DO AUXÍLIO BRASIL E DO AUXÍLIO GÁS:

O pagamento do Auxílio Brasil, referente ao mês de outubro, terá início na próxima terça (11), para beneficiários com Número de Identificação Social (NIS) terminado em 1, e vai até 25/10 (para beneficiários com NIS de final 0).

Este mês, será paga também mais uma parcela do Auxílio Gás. O benefício é bimestral e seu valor equivale ao valor da média nacional do botijão de gás de cozinha de 13 quilos.

Tanto no caso do Auxílio Gás como no Auxílio Brasil, os valores recebidos podem ser movimentados pelo aplicativo Caixa Tem. Ou seja, o beneficiário não precisa se deslocar até uma agência da Caixa para ter acesso ao dinheiro.

Além disso, com a função débito do cartão do Auxílio Brasil, o cidadão pode realizar compras. Outra função disponível por meio do cartão é o saque, que pode ser feito nos terminais de autoatendimento, casas lotéricas, correspondentes Caixa Aqui e agências da Caixa.",2,0
917,"Gedel Vieira aquele do apartamento cheio de dinheiro teve um infarto e talvez achando que iria morrer mesmo resolveu abrir a boca.
Repassem sem dó.
Os diretores e o pessoal da Globo estão aflitos com a circulação desse vídeo. Faça-o circular !!! COMPARTILHEM !!!",2,0
918,"Sim, mas monetárista é não desevolvimentista.

Dava aula de porre... kkkk 

Contudo, eram boas... aprendi com ele

Ele me disse uma vez no intervalo da aula: duas coisas q passam e não voltam, tempo e oportunidade perdida.",2,0
919,"Mei vão  fechar portas e tchau, acabou empregos, 
Vem ai NOVA VENEZUKA.",2,0
920,"2008, Governo Do Molusco, era uma Maravilha: só passeio, fartura e dinheiro fácil.",2,0
921,Vende o voto lá pra comprar a passagem pra vir aqui pro sul e sudeste em busca de emprego e segurança. Temos que começar a cortar isso. Que fiquem por lá desfrutando dos resultados dos seus votos!,2,0
922,Minha coluna >> https://gcmais.com.br/categoria/mais-emprego/,2,0
923,"Não sou um mal perdedor, mas com toda a atuação dos ST... da mídia de esquerda, e dos votos não auditáveis, com certeza houve várias fraudes, não somente nas urnas! Mas esse é o nosso Brasil, que se vende por dinheiro e promessas de poder!",2,0
924,"Fizemos a nossa parte.
Boa sorte Brasil! 
Até daqui a 4 anos.
Boa noite a todos.",2,0
925,QUANDO OS PETISTAS FOREM DEMITIDOS NÃO  COLOQUEM A CULPA NOS  SEUS PATRÕES COBREM EMPREGO DO DEUS 9 DEDOS.,2,0
926,"Tragédia Americana
""Professor reprova a turma inteira""
Um professor de economia em uma universidade americana disse que nunca havia reprovado um só aluno, até que certa vez reprovou uma classe inteira.
Essa classe em particular havia insistido que o comunismo realmente funcionava: com um governo assistencialista intermediando a riqueza,
ninguém seria pobre e ninguém seria rico, tudo seria igualitário e justo.
O professor então disse:
""Ok, vamos, experimentalmente, ""socializar"" nesta classe. 
Ao invés de dinheiro, usaremos suas notas nas provas.""
Todas as notas seriam concedidas com base na média da classe, e portanto seriam 'justas'. Todos receberão notas iguais, o que, teoricamente, ninguém será reprovado, assim como também ninguém receberá um ""10"".
Após calculada a média da primeira prova todos receberam ""7"". 
Quem estudou com dedicação ficou indignado, mas os alunos que não se esforçaram ficaram muito felizes com o resultado.
Quando a segunda prova foi aplicada, os preguiçosos estudaram ainda menos porque, de qualquer forma, tirariam notas boas, beneficiados pelas notas dos que haviam estudado bastante. 
Como resultado, a segunda média das provas foi ""4"". 
Ninguém gostou. 
Os que tinham estudado se sentiram injustiçados e os que não tinham estudado, ficaram revoltados porque não foram beneficiados. 
Depois da terceira prova, a média geral foi um ""1"". 
As notas não voltaram a patamares mais altos mas, as desavenças entre os alunos, a busca por culpados e palavrões passaram a fazer parte da atmosfera das aulas daquela classe.
A busca por 'justiça' era a principal causa das reclamações, das inimizades e das brigas que passaram a fazer parte daquela turma.
Ninguém mais queria estudar para  beneficiar os outros ...
Resultado:  Todos os alunos foram reprovados naquela disciplina ...
O professor então explicou:
""O experimento comunista falhou porque quando a recompensa é grande o esforço pelo sucesso individual é grande"". 
Mas quando são eliminadas todas as recompensas tirando-se dos que produziram para dar aos que não batalharam para tê-las, então ninguém mais vai  querer fazer seu melhor. 
Tão simples quanto o exemplo de Cuba, Coréia do Norte, Venezuela...
E o Brasil e a Argentina, estão chegando lá""...
1. Você não pode levar o mais pobre à prosperidade apenas tirando a prosperidade dos mais ricos;
2. Para cada um que receber sem ter que trabalhar, há uma pessoa trabalhando sem receber;
3. Não se consegue dar nada a quem não produziu, sem que se tire de quem produziu;  
4. Ao contrário do que prega o comunismo, é impossível   multiplicar as riquezas tentando dividí-las;
5. Quando metade da população perceber que não precisa trabalhar, porque  a outra metade irá sustentá-la, a outra metade percebe, também,  que não vale mais a pena trabalhar para sustentar a primeira metade. 
Chegamos então ao começo do fim de uma nação.
Esse é o mais puro exemplo do que querem fazer no Brasil .
Não acabe com o nosso país.
Faça a sua parte, repasse esta informação.
Ensine a aqueles que não entendem, o que realmente é o comunismo....
É um buraco sem volta!!!
Leu com atenção? 
Então repasse ... para o bem do país !!!",2,0
927,"Nicolau Maquiavel, 1469 a 1527. O Principe. 

“Um povo que aceita passivamente a corrupção e os corruptos, não merece a liberdade. Merece a escravidão.
Um país cujas leis são lenientes e beneficiam bandidos, não tem vocação para a liberdade. Seu povo é escravo por natureza.
Um povo cujas instituições, públicas e privadas, estão em boa parte corrompidas, não tem futuro. Só passado.
*Uma nação, onde a suposta sociedade civil organizada não mexe uma palha se não houver a possibilidade de lucros, não é capaz de legar nada a seus filhos, a não ser dias sombrios.*
Uma pátria, onde receber dinheiro mal havido a qualquer título é algo normal, não é uma pátria, pois nesse lugar não há patriotismo, apenas interesses e aparências.
Um país onde os poucos que se esforçam para fazer prevalecer os valores morais, como honestidade, ética, honra, são sufocados e massacrados, já caiu no abismo há muito tempo.
Uma sociedade onde muitos homens e mulheres estão satisfeitos com as sórdidas distrações, em transe profundo, não merece subsistir.
Só tenho compaixão daqueles bravos, que se revoltam com esse estado de coisas. Àqueles que consideram normal essa calamidade, não tenho nenhum sentimento.

Como é perigoso libertar um povo que prefere a escravidão!""
(Nicolau Maquiavel) 
Tão antigo e tão atual.",2,0
